case.title,case.productName,ms.service
如何查看之前的所有操作记录,Management portal,azure-portal
CDN-API问题,CDN,cdn
ds_系列虚拟机如何将大小调整为A系列,Virtual Machine running Linux,virtual-machines
有没有云的手机端监控的软件,Management portal,azure-portal
如何在管理平台查看VM的内存使用情况,Virtual Machine running Linux,virtual-machines
如何将公网IP绑定到VM,Virtual Machine running Windows,virtual-machines
应用服务器安装问题咨询,Virtual Machine running Windows,virtual-machines
portal.azure.cn无法访问,Management portal,azure-portal
虚拟机关机再开机后D盘数据没了能否恢复,Virtual Machine running Windows,virtual-machines
新旧管理门户功能区别文档,Virtual Machine running Windows,virtual-machines
虚拟机网络安全组规则问题,Virtual Machine running Windows,virtual-machines
虚拟机Monitor功能不可用,Virtual Machine running Windows,virtual-machines
VM备份问题,Virtual Machine running Windows,virtual-machines
cdn流量测速,CDN,cdn
Application Proxy,Active Directory,active-directory
是否支持短信验证方式登陆订阅,Active Directory,active-directory
服务器代码加密,Virtual Machine running Windows,virtual-machines
Azure功能列表,Virtual Machine running Windows,virtual-machines
虚拟机操作系统盘的大小,Virtual Machine running Windows,virtual-machines
Azure部署迁移咨询,Virtual Machine running Linux,virtual-machines
powsheir咨询,Virtual Machine running Windows,virtual-machines
微软云CDN portal后台一直 提示刷新推送URL内容失败,CDN,cdn
创建协同管理员报错,Active Directory,active-directory
DS虚机创建方法及选型注意事项,Virtual Machine running Linux,virtual-machines
备份服务用到的块Blob存储类型区别,Recovery Service,site-recovery
平台提供的ARM迁移工具Commit之后是否支持Abort？,Virtual Machine running Windows,virtual-machines
跨订阅迁移虚拟机，数据拷贝时间慢,Storage,storage
关于存储账号复制磁盘问题,Storage,storage
托管磁盘区别,Storage,storage
国内版Azure的虚拟机最大内存支持多少大,Virtual Machine running Linux,virtual-machines
D系列和DS系列CPP问题,Virtual Machine running Windows,virtual-machines
ARM新Portal上VM的监控,Virtual Machine running Windows,virtual-machines
VM系统语言的设置,Virtual Machine running Windows,virtual-machines
如何修i该虚拟机名称,Virtual Machine running Windows,virtual-machines
Azure的CDN加速能否优化远程桌面及SQL等应用连接,CDN,cdn
如何使用azcopy,Storage,storage
关于Azure ISV入驻问题,Virtual Machine running Windows,virtual-machines
Azure云管理平台找不到AD,Active Directory,active-directory
Azure Windows 镜像包是否集成了所有的补丁包,Virtual Machine running Windows,virtual-machines
如何备份Azure IAAS的虚拟机,Recovery Service,site-recovery
SQL 服务器连接到DPM服务器,Recovery Service,site-recovery
CDN证书,CDN,cdn
无法验证域名,Active Directory,active-directory
虚拟机托管磁盘问题咨询,Virtual Machine running Linux,virtual-machines
Azure创建VM虚拟机报错,Virtual Machine running Linux,virtual-machines
创建VM,Virtual Machine running Linux,virtual-machines
新门户AD功能,Active Directory,active-directory
Windows 咨询虚拟机的系统更新周期，系统版本，防火墙设置,Virtual Machine running Windows,virtual-machines
存储本地冗余与异地冗余的区别,Virtual Machine running Windows,virtual-machines
"目前的存储账户设置的是GRS,我想更改成RA-GRS",Storage,storage
docker容器技术,Virtual Machine running Linux,virtual-machines
警报规则不可用,Management portal,azure-portal
新旧门户都找不到存储账号,Storage,storage
A系列的虚拟机是否支持固态磁盘,Virtual Machine running Windows,virtual-machines
系统为英文，如何改成中文,Virtual Machine running Windows,virtual-machines
能否对虚拟机做整体的备份,Virtual Machine running Windows,virtual-machines
存储空间需要暂停或暂时禁用,Storage,storage
异地冗余改为本地冗余,Storage,storage
关于Storage相关技术咨询,Storage,storage
虚拟机无法调整类型,Virtual Machine running Windows,virtual-machines
服务器上标识黄色感叹号,Management portal,azure-portal
Azure云服务上限带宽的文档,Virtual Machine running Windows,virtual-machines
麻烦帮忙删除cdn2.jauntvr.cn,CDN,cdn
创建VM时可选择的Size,Virtual Machine running Windows,virtual-machines
国外网站加速,CDN,cdn
如何打开abcd文件,Storage,storage
虚拟机镜像语言设置问题,Virtual Machine running Windows,virtual-machines
如何附加数据磁盘,Virtual Machine running Windows,virtual-machines
备份文件找不到了,Storage,storage
A1 挂在块blob 磁盘最大的Size为多大,Virtual Machine running Windows,virtual-machines
查询CDN的源站是哪个,CDN,cdn
存储账户添加文件服务,Storage,storage
Azure迁移报错,Virtual Machine running Windows,virtual-machines
azure AD 与本地AD的区别,Active Directory,active-directory
开通CDN 缓存刷新API,CDN,cdn
CDN缓存资源刷新,CDN,cdn
D13V2的虚拟机磁盘IOPS问题,Storage,storage
以前做的映像都没法显示出来了,Management portal,azure-portal
Azure CDN无法创建,CDN,cdn
Azure托管咨询,Virtual Machine running Windows,virtual-machines
咨询如何搭建代理服务器,Virtual Machine running Linux,virtual-machines
针对web app paas服务做渗透测试报备,Web Apps,app-service
无法删除CDN Profile和Endpoint,CDN,cdn
CDN切回源站后web系统图片显示不正常（pictures on Web could not be shown after changing from CDN to  ）,CDN,cdn
网络存储访问,Storage,storage
迁移云服务中的实例,Virtual Machine running Linux,virtual-machines
磁盘文件误删除,Virtual Machine running Linux,virtual-machines
虚拟机无法加载磁盘,Virtual Machine running Windows,virtual-machines
如何进行VM的磁盘分区,Virtual Machine running Linux,virtual-machines
Win7用户通过RDP发布的应用,Virtual Machine running Linux,virtual-machines
新portal添加Co-Administrator,Management portal,azure-portal
如何修改服务器的root密码,Active Directory,active-directory
如何在ARM里新建恢复服务,Recovery Service,site-recovery
修改云服务区域,Virtual Machine running Windows,virtual-machines
如何管理（删除）恢复节点,Recovery Service,site-recovery
备份存储,Recovery Service,site-recovery
虚拟机的迁移,Virtual Machine running Windows,virtual-machines
Azure登陆报错,Management portal,azure-portal
虚拟机外网怎么添加IP,Virtual Machine running Windows,virtual-machines
容器中的数据删除咨询,Storage,storage
powershell无法找到订阅,Virtual Machine running Windows,virtual-machines
关于导入VHD文件,Virtual Machine running Windows,virtual-machines
D3系列虚拟机CPU主频是多少,Virtual Machine running Windows,virtual-machines
Introduction of ASR,Recovery Service,site-recovery
CDNip节点不正常需要工程师做排查,CDN,cdn
新Portal如何实现自动化开关机,Automation,automation
新Portal无法新建虚拟机,Virtual Machine running Linux,virtual-machines
Network设置问题,Virtual Network,virtual-network
虚拟机创建问题咨询,Virtual Machine running Linux,virtual-machines
Linux CLI连接问题,Virtual Machine running Linux,virtual-machines
如何把阿里云上的虚拟机备份到Azure上,Recovery Service,site-recovery
如何创建cdn加速,CDN,cdn
web迁移到EA账户后查看不到资源,Virtual Machine running Linux,virtual-machines
如何使用Get-AzureRmVMImage列出所有VM镜像,Virtual Machine running Windows,virtual-machines
CDN配置问题,CDN,cdn
Azure 基于角色的访问控制 (RBAC)  -- 设定存储内容为Read Only,Storage,storage
镜像部署Word press失败,Virtual Machine running Linux,virtual-machines
为什么没有Windows Server 2008的镜像？,Virtual Machine running Windows,virtual-machines
虚拟机配置调整的问题,Virtual Machine running Windows,virtual-machines
虚拟机安装SQL SERVER 2008,Virtual Machine running Windows,virtual-machines
备份咨询,Recovery Service,site-recovery
远程登陆虚拟主机集群中的虚拟主机,Virtual Machine running Windows,virtual-machines
通过以下PowerShell命令创建备份保管库时报错,Recovery Service,site-recovery
如何把硬盘扩容到2T,Virtual Machine running Windows,virtual-machines
特定需求的虚拟机有没办法开？比如8核32G的Linux虚拟机,Virtual Machine running Linux,virtual-machines
CDN节点数,CDN,cdn
存储类型咨询,Storage,storage
 Azure高可用性咨询,Virtual Machine running Windows,virtual-machines
虚拟机改变型号问题,Virtual Machine running Linux,virtual-machines
request to enable Azure to Azure replica,Virtual Machine running Windows,virtual-machines
VM磁盘问题,Virtual Machine running Windows,virtual-machines
没有中文版 Windows Server 的镜像,Virtual Machine running Windows,virtual-machines
CDN协议咨询,CDN,cdn
怎么在防火墙更改远程端口和HTTP？,Virtual Machine running Windows,virtual-machines
如何将几个G的文件快速的传到Azure VM中,Virtual Machine running Windows,virtual-machines
如何在经典Portal中删除映像,Virtual Machine running Windows,virtual-machines
重启后临时磁盘数据丢失，希望恢复,Virtual Machine running Windows,virtual-machines
访问portal显示页面显示不出来,Virtual Machine running Windows,virtual-machines
临时存储盘数据恢复,Virtual Machine running Windows,virtual-machines
Azure CDN HTTPS 加速服务,CDN,cdn
在新portal中如何查看创建VM的时间,Virtual Machine running Windows,virtual-machines
申请开启https,CDN,cdn
Windows虚拟机硬盘问题,Virtual Machine running Windows,virtual-machines
负载均衡服务器显示“错误”，且无法删除,Application Gateway,application-gateway
虚拟机警报规则无法工作,Virtual Machine running Windows,virtual-machines
未备案网站-删除恶意解析,Virtual Machine running Windows,virtual-machines
请确认如下ip是否是你们的,CDN,cdn
Windows虚拟机有部分A系列无法升级成D系列,Virtual Machine running Windows,virtual-machines
Azure CLI创建虚拟机出错,Virtual Machine running Linux,virtual-machines
命令行无法登陆Azure,Management portal,azure-portal
Azure PowerShell无法显示 vm 列表和 service name 问题,Virtual Machine running Windows,virtual-machines
东部虚拟机创建,Virtual Machine running Linux,virtual-machines
访问外网端口不成功,Virtual Network,virtual-network
ARM模式里面如何捕获镜像,Virtual Machine running Windows,virtual-machines
挂载的storage ls报错,Storage,storage
虚拟机配置扩容,Virtual Machine running Windows,virtual-machines
Hyper-V站点灾备到Azure的问题,Recovery Service,site-recovery
无法配置虚拟机规模集自动缩放,Virtual Machine running Linux,virtual-machines
Azure压力测试申请,Virtual Machine running Windows,virtual-machines
部署虚拟机问题,Virtual Machine running Windows,virtual-machines
如何设置运行时间,Virtual Machine running Windows,virtual-machines
Azure ARM Windows VM如何监控CPU利用率,Virtual Machine running Windows,virtual-machines
